"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0","-0.47270","0.0166200","BRD-K51556300","BRD-K51556300","trt_cp","NOMO1","1 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E10|KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E11|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E10|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E11|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E10|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E11|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E10|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E11"
"CPC006_NOMO1_6H:BRD-K80527266-001-01-7:10","-0.47014","0.0267060","BRD-K80527266","triacsin-c","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:G01|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:G01"
"KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.37","-0.46930","0.0414630","BRD-K69885235","MW-STK33-100","trt_cp","NOMO1","500 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:M06|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:M06|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:M06|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:M06"
"KMS002_NOMO1_24H:BRD-K48188942-001-01-1:3.33","-0.46575","0.0192310","BRD-K48188942","BG-STK33-59","trt_cp","NOMO1","3 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:G04|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:G04|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:G04|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:G04"
"CPC006_NOMO1_6H:BRD-K73789395-001-06-5:102.71","-0.46466","0.0628100","BRD-K73789395","ZM-336372","trt_cp","NOMO1","100 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:H16|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:H16"
"CPC006_NOMO1_6H:BRD-K95609758-001-02-9:10","-0.46335","0.0625000","BRD-K95609758","BMS-191011","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:L11|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:L11"
"CPC006_NOMO1_6H:BRD-A62182663-001-01-4:10","-0.46280","0.0234110","BRD-A62182663","YK-4279","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:C13|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:C13"
"CPC006_NOMO1_6H:BRD-K01638814-051-10-1:10","-0.46080","0.0818580","BRD-K01638814","rilmenidine","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:H10|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:H10"
"KMS002_NOMO1_6H:BRD-K03763695-001-01-3:3.33","-0.46035","0.0120000","BRD-K03763695","TUL_XIX002","trt_cp","NOMO1","3 <U+788C>M","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:D04|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:D04|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:D04"
"KMS002_NOMO1_24H:BRD-K05922103-001-01-9:0.04","-0.45931","0.0592260","BRD-K05922103","BG-STK33-03","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:K08|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:K08|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:K08|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:K08"
"KMS002_NOMO1_24H:BRD-K22828899-001-01-5:0.37","-0.45353","0.0865980","BRD-K22828899","TUL-XXI039","trt_cp","NOMO1","500 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E17|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E17|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E17|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E17"
"KMS002_NOMO1_6H:BRD-K66645150-001-01-4:3.33","-0.45052","0.0704610","BRD-K66645150","BG-STK33-55","trt_cp","NOMO1","3 <U+788C>M","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:J04|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:J04|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:J04"
"CPC006_NOMO1_6H:BRD-K93725829-001-01-2:0.5","-0.44794","0.1202600","BRD-K93725829","ERK-inhibitor-11E","trt_cp","NOMO1","500 nM","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:N14|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:N14"
"KMS002_NOMO1_6H:BRD-K49010888-001-01-2:0.01","-0.44720","0.0115380","BRD-K49010888","BRD-K49010888","trt_cp","NOMO1","10 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:I09|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:I09|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:I09"
"KMS002_NOMO1_24H:BRD-K03763695-001-01-3:10","-0.44503","0.0290320","BRD-K03763695","TUL_XIX002","trt_cp","NOMO1","10 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:D03|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:D03|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:D03|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:D03"
"KMS002_NOMO1_24H:BRD-K48188942-001-01-1:0.01","-0.44268","0.0167360","BRD-K48188942","BG-STK33-59","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:G09|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:G09|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:G09|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:G09"
"KMS002_NOMO1_6H:J21","-0.44177","0.1065700","DMSO","DMSO","ctl_vehicle","NOMO1","-666","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:J21|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:J21"
"CPC006_NOMO1_6H:BRD-K48923948-001-01-5:11.1","-0.43975","0.0726390","BRD-K48923948","BMS-641988","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:H11|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:H11"
"CPC006_NOMO1_6H:BRD-K19796430-001-01-5:10","-0.43834","0.0980810","BRD-K19796430","sonidegib","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:A23|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:A23"
"CPC006_NOMO1_6H:BRD-K02526760-001-01-5:10","-0.43773","0.0766770","BRD-K02526760","QS-11","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:J22|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:J22"
"KMS002_NOMO1_24H:BRD-K09085930-001-02-8:1.11","-0.43727","0.1083200","BRD-K09085930","TUL_XX087","trt_cp","NOMO1","1 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:B16|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:B16|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:B16|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:B16"
"KMS002_NOMO1_6H:BRD-K03763695-001-01-3:0","-0.43615","0.0289390","BRD-K03763695","TUL_XIX002","trt_cp","NOMO1","1 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:D10|KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:D11|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:D10|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:D11|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:D10|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:D11"
"CPC006_NOMO1_6H:BRD-A58955223-001-01-2:10","-0.43448","0.0984340","BRD-A58955223","sulforaphane","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:G12|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:G12"
"CPC006_NOMO1_6H:BRD-K08845546-001-02-2:22.2","-0.43432","0.1135900","BRD-K08845546","tacrolimus","trt_cp","NOMO1","20 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:N04|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:N04"
"CPC006_NOMO1_6H:BRD-K98530306-003-07-6:10","-0.43397","0.0498080","BRD-K98530306","clonidine","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:E15|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:E15"
"CPC006_NOMO1_6H:BRD-K18849474-001-01-0:79.44","-0.43214","0.1100200","BRD-K18849474","dalcetrapib","trt_cp","NOMO1","80 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:B21|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:B21"
"KMS002_NOMO1_24H:BRD-K66645150-001-01-4:10","-0.43087","0.0682410","BRD-K66645150","BG-STK33-55","trt_cp","NOMO1","10 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:J03|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:J03|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:J03|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:J03"
"KMS002_NOMO1_6H:BRD-K48188942-001-01-1:3.33","-0.42848","0.0301720","BRD-K48188942","BG-STK33-59","trt_cp","NOMO1","3 <U+788C>M","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:G04|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:G04|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:G04"
"KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.01","-0.42787","0.1394900","BRD-K69885235","MW-STK33-100","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:M09|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:M09|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:M09|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:M09"
"CPC006_NOMO1_6H:BRD-K01121114-001-01-9:10","-0.42765","0.1653800","BRD-K01121114","BRD-K01121114","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:K13|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:K13"
"CPC006_NOMO1_6H:BRD-K76205745-237-05-8:160","-0.42759","0.1527800","BRD-K76205745","losartan","trt_cp","NOMO1","100 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:O18|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:O18"
"CPC006_NOMO1_6H:BRD-K86191271-001-02-7:10","-0.42351","0.0478870","BRD-K86191271","cytosporone-b","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:O08|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:O08"
"CPC006_NOMO1_6H:BRD-A93255169-001-13-5:10","-0.42167","0.0804290","BRD-A93255169","thalidomide","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:E14|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:E14"
"KMS002_NOMO1_6H:K19","-0.41942","0.0870790","DMSO","DMSO","ctl_vehicle","NOMO1","-666","6 h","KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:K19"
"CPC006_NOMO1_6H:BRD-K36927236-001-17-7:10","-0.41922","0.2039700","BRD-K36927236","glibenclamide","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:F11|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:F11"
"KMS002_NOMO1_24H:BRD-K22828899-001-01-5:0","-0.41754","0.1201600","BRD-K22828899","TUL-XXI039","trt_cp","NOMO1","1 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E21|KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E22|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E21|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E22|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E21|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E22|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E21|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E22"
"KMS002_NOMO1_6H:M23","-0.41693","0.1127500","DMSO","DMSO","ctl_vehicle","NOMO1","-666","6 h","KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:M23|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:M23"
"KMS002_NOMO1_6H:BRD-K48188942-001-01-1:10","-0.41422","0.0496690","BRD-K48188942","BG-STK33-59","trt_cp","NOMO1","10 <U+788C>M","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:G03|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:G03|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:G03"
"KMS002_NOMO1_24H:BRD-K69885235-001-01-2:0.12","-0.41399","0.1724100","BRD-K69885235","MW-STK33-100","trt_cp","NOMO1","100 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:M07|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:M07|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:M07|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:M07"
"CPC006_NOMO1_6H:BRD-K68548958-001-01-2:20","-0.41257","0.0984620","BRD-K68548958","BRD-K68548958","trt_cp","NOMO1","20 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:L24|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:L24"
"KMS002_NOMO1_6H:I18","-0.41214","0.1577900","DMSO","DMSO","ctl_vehicle","NOMO1","-666","6 h","KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:I18"
"KMS002_NOMO1_6H:P13","-0.40744","0.1862700","DMSO","DMSO","ctl_vehicle","NOMO1","-666","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:P13"
"CPC006_NOMO1_6H:BRD-K89692698-001-06-7:160","-0.40500","0.1894500","BRD-K89692698","BRD-K89692698","trt_cp","NOMO1","100 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:J20|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:J20"
"KMS002_NOMO1_24H:BRD-K78930611-001-07-6:1.11","-0.40338","0.0731710","BRD-K78930611","MW-STK33-2B","trt_cp","NOMO1","1 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:L05|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:L05|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:L05|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:L05"
"KMS002_NOMO1_6H:BRD-K51556300-001-01-9:0.13","-0.40327","0.0911330","BRD-K51556300","BRD-K51556300","trt_cp","NOMO1","100 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:E07|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:E07|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:E07"
"KMS002_NOMO1_6H:BRD-K78930611-001-07-6:0.12","-0.40210","0.1271700","BRD-K78930611","MW-STK33-2B","trt_cp","NOMO1","100 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:L07|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:L07|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:L07"
"CPC006_NOMO1_6H:BRD-K15108141-001-01-7:0.08","-0.39722","0.2203900","BRD-K15108141","gemcitabine","trt_cp","NOMO1","100 nM","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:P01|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:P01"
"KMS002_NOMO1_24H:BRD-K58466974-001-01-9:0.12","-0.39567","0.0592590","BRD-K58466974","TUL_XXI035","trt_cp","NOMO1","100 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:C07|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:C07|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:C07|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:C07"
"KMS002_NOMO1_24H:BRD-K22828899-001-01-5:0.01","-0.38943","0.2733600","BRD-K22828899","TUL-XXI039","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E20|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E20|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E20|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E20"
"CPC006_NOMO1_6H:BRD-A36630025-001-02-6:0.35","-0.38336","0.2595600","BRD-A36630025","SN-38","trt_cp","NOMO1","500 nM","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:L23|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:L23"
"KMS002_NOMO1_6H:BRD-K48188942-001-01-1:0.04","-0.37538","0.0845070","BRD-K48188942","BG-STK33-59","trt_cp","NOMO1","10 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:G08|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:G08|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:G08"
"KMS002_NOMO1_24H:BRD-K09085930-001-02-8:0.04","-0.37415","0.2654500","BRD-K09085930","TUL_XX087","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:B19|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:B19|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:B19|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:B19"
"KMS002_NOMO1_24H:BRD-K38340366-001-12-4:0.37","-0.37397","0.0602410","BRD-K38340366","MW-STK33-1C","trt_cp","NOMO1","500 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:F06|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:F06|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:F06"
"CPC006_NOMO1_6H:BRD-K32536677-001-01-0:10","-0.37388","0.2842300","BRD-K32536677","AGK-2","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:P17|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:P17"
"CPC006_NOMO1_6H:BRD-K60219430-001-01-6:10","-0.37235","0.2794800","BRD-K60219430","serdemetan","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:M20|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:M20"
"KMS002_NOMO1_24H:BRD-K35669573-001-02-9:0.04","-0.37116","0.1048700","BRD-K35669573","TUL-XX023","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:N08|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:N08|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:N08|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:N08"
"KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0.04","-0.36957","0.2058200","BRD-K49010888","BRD-K49010888","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:I08|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:I08|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:I08|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:I08"
"CPC006_NOMO1_6H:BRD-K71799949-001-20-8:96","-0.36344","0.1775700","BRD-K71799949","carbamazepine","trt_cp","NOMO1","100 <U+788C>M","6 h","CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:A11"
"KMS002_NOMO1_6H:BRD-K09085930-001-02-8:0","-0.36327","0.1445100","BRD-K09085930","TUL_XX087","trt_cp","NOMO1","1 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:B21|KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:B22|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:B21|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:B22|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:B21|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:B22"
"KMS002_NOMO1_6H:BRD-K23582869-001-01-3:0.12","-0.36256","0.1889500","BRD-K23582869","BRD-K23582869","trt_cp","NOMO1","100 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:H07|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:H07|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:H07"
"KMS002_NOMO1_6H:BRD-K66645150-001-01-4:0.04","-0.36211","0.1575800","BRD-K66645150","BG-STK33-55","trt_cp","NOMO1","10 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:J08|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:J08|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:J08"
"KMS002_NOMO1_24H:BRD-K69885235-001-01-2:1.11","-0.36144","0.3023900","BRD-K69885235","MW-STK33-100","trt_cp","NOMO1","1 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:M05|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:M05|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:M05|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:M05"
"KMS002_NOMO1_6H:BRD-K23582869-001-01-3:0","-0.36139","0.1952900","BRD-K23582869","BRD-K23582869","trt_cp","NOMO1","1 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:H10|KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:H11|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:H10|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:H11|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:H10|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:H11"
"KMS002_NOMO1_24H:BRD-K51556300-001-01-9:0.04","-0.36037","0.0460830","BRD-K51556300","BRD-K51556300","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:E08|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:E08|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:E08|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:E08"
"KMS002_NOMO1_24H:BRD-K58466974-001-01-9:0.01","-0.35892","0.0509260","BRD-K58466974","TUL_XXI035","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:C09|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:C09|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:C09|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:C09"
"KMS002_NOMO1_24H:BRD-K95985487-001-02-1:0.37","-0.35478","0.3369100","BRD-K95985487","BRD-K95985487","trt_cp","NOMO1","500 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:F17|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:F17|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:F17|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:F17"
"CPC006_NOMO1_6H:BRD-A81936046-323-01-6:10","-0.35466","0.1957200","BRD-A81936046","BRD-A81936046","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:O07|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:O07"
"KMS002_NOMO1_24H:BRD-K49010888-001-01-2:0.12","-0.35125","0.2108400","BRD-K49010888","BRD-K49010888","trt_cp","NOMO1","100 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:I07|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:I07|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:I07"
"KMS002_NOMO1_24H:BRD-K66645150-001-01-4:3.33","-0.35054","0.1301400","BRD-K66645150","BG-STK33-55","trt_cp","NOMO1","3 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:J04|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:J04|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:J04|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:J04"
"KMS002_NOMO1_24H:BRD-K95985487-001-02-1:0.04","-0.34690","0.4022300","BRD-K95985487","BRD-K95985487","trt_cp","NOMO1","10 nM","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:F19|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:F19|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:F19|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:F19"
"CPC006_NOMO1_6H:BRD-K13049116-001-01-6:10","-0.34480","0.2506400","BRD-K13049116","BMS-754807","trt_cp","NOMO1","10 <U+788C>M","6 h","CPC006_NOMO1_6H_X1_B5_DUO52HI53LO:N21|CPC006_NOMO1_6H_X2_B5_DUO52HI53LO:N21"
"KMS002_NOMO1_6H:BRD-K46625679-001-01-3:0.04","-0.34438","0.2908200","BRD-K46625679","MW-STK33-97","trt_cp","NOMO1","10 nM","6 h","KMS002_NOMO1_6H_X1_B5_DUO52HI53LO:D19|KMS002_NOMO1_6H_X2_B5_DUO52HI53LO:D19|KMS002_NOMO1_6H_X3_B5_DUO52HI53LO:D19"
"KMS002_NOMO1_24H:BRD-K03763695-001-01-3:3.33","-0.34379","0.1277500","BRD-K03763695","TUL_XIX002","trt_cp","NOMO1","3 <U+788C>M","24 h","KMS002_NOMO1_24H_X1_B5_DUO52HI53LO:D04|KMS002_NOMO1_24H_X2_B5_DUO52HI53LO:D04|KMS002_NOMO1_24H_X3.A2_B5_DUO52HI53LO:D04|KMS002_NOMO1_24H_X3_F2B4_DUO52HI53LO:D04"
