"Row.names","Connectivity","PValue","pert_id","pert_iname","pert_type","cell_id","pert_idose","pert_itime","distil_id"
"AML001_HL60_6H:BRD-K26684619:10","-0.79521","0.0046729","BRD-K26684619","BRD-K26684619","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I01|AML001_HL60_6H_X1_F1B10:I13|AML001_HL60_6H_X2_B11:I01|AML001_HL60_6H_X2_B11:I13|AML001_HL60_6H_X3_F1B10:I01|AML001_HL60_6H_X3_F1B10:I13"
"AML001_HL60_24H:BRD-A03772856:0.37037","-0.77705","0.0024938","BRD-A03772856","BRD-A03772856","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:J04|AML001_HL60_24H_X1_F1B10:J16|AML001_HL60_24H_X2_F1B10:J04|AML001_HL60_24H_X2_F1B10:J16|AML001_HL60_24H_X3_F1B10:J04|AML001_HL60_24H_X3_F1B10:J16"
"AML001_HL60_6H:BRD-A72498772:3.33333","-0.75605","0.0024331","BRD-A72498772","BRD-A72498772","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K12|AML001_HL60_6H_X2_B11:K12|AML001_HL60_6H_X2_B11:K24|AML001_HL60_6H_X3_F1B10:K12"
"AML001_HL60_24H:BRD-K95149906:1.11111","-0.74673","0.0025000","BRD-K95149906","BRD-K95149906","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:J07|AML001_HL60_24H_X1_F1B10:J19|AML001_HL60_24H_X2_F1B10:J07|AML001_HL60_24H_X2_F1B10:J19|AML001_HL60_24H_X3_F1B10:J07|AML001_HL60_24H_X3_F1B10:J19"
"AML001_HL60_24H:BRD-K27316855:0.37037","-0.74036","0.0032051","BRD-K27316855","calcitriol","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:J10|AML001_HL60_24H_X1_F1B10:J22|AML001_HL60_24H_X2_F1B10:J10|AML001_HL60_24H_X2_F1B10:J22|AML001_HL60_24H_X3_F1B10:J10|AML001_HL60_24H_X3_F1B10:J22"
"AML001_HL60_6H:BRD-A74382794:0.37037","-0.72821","0.0020408","BRD-A74382794","BRD-A74382794","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:L06|AML001_HL60_6H_X1_F1B10:L18|AML001_HL60_6H_X2_B11:L06|AML001_HL60_6H_X2_B11:L18|AML001_HL60_6H_X3_F1B10:L06|AML001_HL60_6H_X3_F1B10:L18"
"AML001_HL60_24H:A17","-0.72422","0.0021459","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:A17|AML001_HL60_24H_X3_F1B10:A17"
"AML001_HL60_24H:BRD-A74382794:1.11111","-0.71121","0.0036900","BRD-A74382794","BRD-A74382794","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:L05|AML001_HL60_24H_X1_F1B10:L17|AML001_HL60_24H_X2_F1B10:L05|AML001_HL60_24H_X2_F1B10:L17|AML001_HL60_24H_X3_F1B10:L05|AML001_HL60_24H_X3_F1B10:L17"
"AML001_HL60_6H:BRD-K71879491:3.33333","-0.71101","0.0018416","BRD-K71879491","tretinoin","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G12|AML001_HL60_6H_X1_F1B10:G24|AML001_HL60_6H_X2_B11:G12|AML001_HL60_6H_X2_B11:G24|AML001_HL60_6H_X3_F1B10:G12|AML001_HL60_6H_X3_F1B10:G24"
"AML001_HL60_24H:BRD-A35207501:0.37037","-0.70178","0.0024213","BRD-A35207501","BRD-A35207501","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:H04|AML001_HL60_24H_X1_F1B10:H16|AML001_HL60_24H_X2_F1B10:H04|AML001_HL60_24H_X2_F1B10:H16|AML001_HL60_24H_X3_F1B10:H04"
"AML001_HL60_24H:B18","-0.69982","0.0039841","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:B18"
"AML001_HL60_24H:BRD-K80368509:0.37037","-0.68729","0.0043478","BRD-K80368509","BRD-K80368509","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:N08|AML001_HL60_24H_X1_F1B10:N20|AML001_HL60_24H_X2_F1B10:N08|AML001_HL60_24H_X2_F1B10:N20|AML001_HL60_24H_X3_F1B10:N08|AML001_HL60_24H_X3_F1B10:N20"
"AML001_HL60_24H:BRD-A03772856:3.33333","-0.66830","0.0045872","BRD-A03772856","BRD-A03772856","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:I04|AML001_HL60_24H_X1_F1B10:I16|AML001_HL60_24H_X2_F1B10:I04|AML001_HL60_24H_X2_F1B10:I16|AML001_HL60_24H_X3_F1B10:I04|AML001_HL60_24H_X3_F1B10:I16"
"AML001_HL60_24H:A05","-0.66417","0.0030675","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X3_F1B10:A05"
"AML001_HL60_24H:BRD-A75409952:0.37037","-0.65892","0.0039370","BRD-A75409952","wortmannin","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:N10|AML001_HL60_24H_X1_F1B10:N22|AML001_HL60_24H_X2_F1B10:N10|AML001_HL60_24H_X2_F1B10:N22|AML001_HL60_24H_X3_F1B10:N10|AML001_HL60_24H_X3_F1B10:N22"
"AML001_HL60_24H:BRD-K57391913:1.11111","-0.65630","0.0049505","BRD-K57391913","iloprost","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:F09|AML001_HL60_24H_X1_F1B10:F21|AML001_HL60_24H_X2_F1B10:F09|AML001_HL60_24H_X2_F1B10:F21|AML001_HL60_24H_X3_F1B10:F09|AML001_HL60_24H_X3_F1B10:F21"
"AML001_HL60_24H:BRD-K23623013:1.11111","-0.65380","0.0033670","BRD-K23623013","UTMB-00042","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:N03|AML001_HL60_24H_X1_F1B10:N15|AML001_HL60_24H_X2_F1B10:N03|AML001_HL60_24H_X2_F1B10:N15|AML001_HL60_24H_X3_F1B10:N03|AML001_HL60_24H_X3_F1B10:N15"
"AML001_HL60_6H:BRD-K23623013:1.11111","-0.65256","0.0030211","BRD-K23623013","UTMB-00042","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:N03|AML001_HL60_6H_X1_F1B10:N15|AML001_HL60_6H_X2_B11:N03|AML001_HL60_6H_X2_B11:N15|AML001_HL60_6H_X3_F1B10:N03|AML001_HL60_6H_X3_F1B10:N15"
"AML001_HL60_6H:BRD-K57391913:3.33333","-0.65167","0.0035336","BRD-K57391913","iloprost","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:E10|AML001_HL60_6H_X1_F1B10:E22|AML001_HL60_6H_X2_B11:E10|AML001_HL60_6H_X2_B11:E22|AML001_HL60_6H_X3_F1B10:E10|AML001_HL60_6H_X3_F1B10:E22"
"AML001_HL60_24H:BRD-K26684619:0.37037","-0.65042","0.0027322","BRD-K26684619","BRD-K26684619","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:J02|AML001_HL60_24H_X1_F1B10:J14|AML001_HL60_24H_X2_F1B10:J02|AML001_HL60_24H_X2_F1B10:J14|AML001_HL60_24H_X3_F1B10:J02|AML001_HL60_24H_X3_F1B10:J14"
"AML001_HL60_6H:BRD-A74382794:10","-0.64676","0.0039841","BRD-A74382794","BRD-A74382794","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K05|AML001_HL60_6H_X1_F1B10:K17|AML001_HL60_6H_X2_B11:K05|AML001_HL60_6H_X2_B11:K17|AML001_HL60_6H_X3_F1B10:K05|AML001_HL60_6H_X3_F1B10:K17"
"AML001_HL60_6H:BRD-A03772856:0.37037","-0.64181","0.0021786","BRD-A03772856","BRD-A03772856","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:J04|AML001_HL60_6H_X1_F1B10:J16|AML001_HL60_6H_X2_B11:J04|AML001_HL60_6H_X2_B11:J16|AML001_HL60_6H_X3_F1B10:J04|AML001_HL60_6H_X3_F1B10:J16"
"AML001_HL60_6H:BRD-K27316855:10","-0.64112","0.0022989","BRD-K27316855","calcitriol","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I09|AML001_HL60_6H_X1_F1B10:I21|AML001_HL60_6H_X2_B11:I09|AML001_HL60_6H_X2_B11:I21|AML001_HL60_6H_X3_F1B10:I09|AML001_HL60_6H_X3_F1B10:I21"
"AML001_HL60_24H:B17","-0.64008","0.0029940","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:B17"
"AML001_HL60_24H:BRD-A73558769:1.11111","-0.63568","0.0026954","BRD-A73558769","BRD-A73558769","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:B11|AML001_HL60_24H_X1_F1B10:B23|AML001_HL60_24H_X2_F1B10:B11|AML001_HL60_24H_X2_F1B10:B23|AML001_HL60_24H_X3_F1B10:B11|AML001_HL60_24H_X3_F1B10:B23"
"AML001_HL60_6H:BRD-K16300438:1.11111","-0.63279","0.0032154","BRD-K16300438","BRD-K16300438","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:J05|AML001_HL60_6H_X1_F1B10:J17|AML001_HL60_6H_X2_B11:J05|AML001_HL60_6H_X2_B11:J17|AML001_HL60_6H_X3_F1B10:J05|AML001_HL60_6H_X3_F1B10:J17"
"AML001_HL60_6H:BRD-K41790758:10","-0.62443","0.0049261","BRD-K41790758","BRD-K41790758","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G07|AML001_HL60_6H_X1_F1B10:G19|AML001_HL60_6H_X2_B11:G07|AML001_HL60_6H_X2_B11:G19|AML001_HL60_6H_X3_F1B10:G07|AML001_HL60_6H_X3_F1B10:G19"
"AML001_HL60_24H:BRD-K47084999:1.11111","-0.62029","0.0036765","BRD-K47084999","BRD-K47084999","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:B07|AML001_HL60_24H_X1_F1B10:B19|AML001_HL60_24H_X2_F1B10:B07|AML001_HL60_24H_X2_F1B10:B19|AML001_HL60_24H_X3_F1B10:B07|AML001_HL60_24H_X3_F1B10:B19"
"AML001_HL60_6H:BRD-K64877338:1.11111","-0.59974","0.0028986","BRD-K64877338","BRD-K64877338","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:L01|AML001_HL60_6H_X1_F1B10:L13|AML001_HL60_6H_X2_B11:L01|AML001_HL60_6H_X2_B11:L13|AML001_HL60_6H_X3_F1B10:L01|AML001_HL60_6H_X3_F1B10:L13"
"AML001_HL60_24H:BRD-K49071277:3.33333","-0.58994","0.0036900","BRD-K49071277","securinine","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:A04|AML001_HL60_24H_X1_F1B10:A16|AML001_HL60_24H_X2_F1B10:A04|AML001_HL60_24H_X2_F1B10:A16|AML001_HL60_24H_X3_F1B10:A04|AML001_HL60_24H_X3_F1B10:A16"
"AML001_HL60_24H:BRD-K64302725:1.11111","-0.58375","0.0031153","BRD-K64302725","KUC105208","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:P05|AML001_HL60_24H_X1_F1B10:P17|AML001_HL60_24H_X2_F1B10:P05|AML001_HL60_24H_X2_F1B10:P17|AML001_HL60_24H_X3_F1B10:P05|AML001_HL60_24H_X3_F1B10:P17"
"AML001_HL60_6H:BRD-K71879491:1.11111","-0.58066","0.0125900","BRD-K71879491","tretinoin","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:H11|AML001_HL60_6H_X1_F1B10:H23|AML001_HL60_6H_X2_B11:H11|AML001_HL60_6H_X2_B11:H23|AML001_HL60_6H_X3_F1B10:H11|AML001_HL60_6H_X3_F1B10:H23"
"AML001_HL60_24H:P11","-0.57945","0.0027701","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X2_F1B10:P11"
"AML001_HL60_6H:BRD-K80368509:3.33333","-0.57856","0.0054348","BRD-K80368509","BRD-K80368509","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:M08|AML001_HL60_6H_X1_F1B10:M20|AML001_HL60_6H_X2_B11:M08|AML001_HL60_6H_X2_B11:M20|AML001_HL60_6H_X3_F1B10:M08|AML001_HL60_6H_X3_F1B10:M20"
"AML001_HL60_24H:BRD-A74382794:0.37037","-0.57834","0.0041841","BRD-A74382794","BRD-A74382794","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:L06|AML001_HL60_24H_X1_F1B10:L18|AML001_HL60_24H_X2_F1B10:L06|AML001_HL60_24H_X2_F1B10:L18|AML001_HL60_24H_X3_F1B10:L06|AML001_HL60_24H_X3_F1B10:L18"
"AML001_HL60_24H:BRD-K65971331:1.11111","-0.57596","0.0031153","BRD-K65971331","BRD-K65971331","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:F01|AML001_HL60_24H_X1_F1B10:F13|AML001_HL60_24H_X2_F1B10:F01|AML001_HL60_24H_X2_F1B10:F13|AML001_HL60_24H_X3_F1B10:F01|AML001_HL60_24H_X3_F1B10:F13"
"AML001_HL60_24H:BRD-A73513677:0.37037","-0.57318","0.0072993","BRD-A73513677","BRD-A73513677","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:N02|AML001_HL60_24H_X1_F1B10:N14|AML001_HL60_24H_X2_F1B10:N02|AML001_HL60_24H_X2_F1B10:N14|AML001_HL60_24H_X3_F1B10:N02|AML001_HL60_24H_X3_F1B10:N14"
"AML001_HL60_6H:BRD-A72796238:0.37037","-0.57166","0.0066445","BRD-A72796238","BRD-A72796238","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:H06|AML001_HL60_6H_X1_F1B10:H18|AML001_HL60_6H_X2_B11:H06|AML001_HL60_6H_X2_B11:H18|AML001_HL60_6H_X3_F1B10:H06|AML001_HL60_6H_X3_F1B10:H18"
"AML001_HL60_24H:BRD-K64877338:0.37037","-0.57149","0.0046083","BRD-K64877338","BRD-K64877338","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:L02|AML001_HL60_24H_X1_F1B10:L14|AML001_HL60_24H_X2_F1B10:L02|AML001_HL60_24H_X2_F1B10:L14|AML001_HL60_24H_X3_F1B10:L02|AML001_HL60_24H_X3_F1B10:L14"
"AML001_HL60_6H:BRD-K71879491:0.37037","-0.57012","0.0086957","BRD-K71879491","tretinoin","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:H12|AML001_HL60_6H_X1_F1B10:H24|AML001_HL60_6H_X2_B11:H12|AML001_HL60_6H_X2_B11:H24|AML001_HL60_6H_X3_F1B10:H12|AML001_HL60_6H_X3_F1B10:H24"
"AML001_HL60_6H:BRD-K85822033:3.33333","-0.56927","0.0058824","BRD-K85822033","BRD-K85822033","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:C08|AML001_HL60_6H_X1_F1B10:C20|AML001_HL60_6H_X2_B11:C08|AML001_HL60_6H_X2_B11:C20|AML001_HL60_6H_X3_F1B10:C08|AML001_HL60_6H_X3_F1B10:C20"
"AML001_HL60_24H:BRD-K04986062:1.11111","-0.56601","0.0029762","BRD-K04986062","BRD-K04986062","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:H01|AML001_HL60_24H_X1_F1B10:H13|AML001_HL60_24H_X2_F1B10:H01|AML001_HL60_24H_X2_F1B10:H13|AML001_HL60_24H_X3_F1B10:H01|AML001_HL60_24H_X3_F1B10:H13"
"AML001_HL60_24H:BRD-A72498772:3.33333","-0.56596","0.0063425","BRD-A72498772","BRD-A72498772","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:K12|AML001_HL60_24H_X2_F1B10:K12|AML001_HL60_24H_X3_F1B10:K12|AML001_HL60_24H_X3_F1B10:K24"
"AML001_HL60_24H:BRD-K27499107:0.37037","-0.56148","0.0052632","BRD-K27499107","carbacyclin","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:F04|AML001_HL60_24H_X1_F1B10:F08|AML001_HL60_24H_X1_F1B10:F16|AML001_HL60_24H_X1_F1B10:F20|AML001_HL60_24H_X2_F1B10:F04|AML001_HL60_24H_X2_F1B10:F08|AML001_HL60_24H_X2_F1B10:F16|AML001_HL60_24H_X2_F1B10:F20|AML001_HL60_24H_X3_F1B10:F04|AML001_HL60_24H_X3_F1B10:F08|AML001_HL60_24H_X3_F1B10:F20"
"AML001_HL60_6H:BRD-K64877338:10","-0.56064","0.0077369","BRD-K64877338","BRD-K64877338","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:K01|AML001_HL60_6H_X1_F1B10:K13|AML001_HL60_6H_X2_B11:K01|AML001_HL60_6H_X2_B11:K13|AML001_HL60_6H_X3_F1B10:K01|AML001_HL60_6H_X3_F1B10:K13"
"AML001_HL60_6H:O02","-0.55461","0.0122250","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X3_F1B10:O02"
"AML001_HL60_24H:BRD-K21918725:1.11111","-0.55276","0.0037037","BRD-K21918725","BRD-K21918725","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:N11|AML001_HL60_24H_X1_F1B10:N23|AML001_HL60_24H_X2_F1B10:N11|AML001_HL60_24H_X2_F1B10:N23|AML001_HL60_24H_X3_F1B10:N11|AML001_HL60_24H_X3_F1B10:N23"
"AML001_HL60_24H:BRD-K13077924:1.11111","-0.55090","0.0058997","BRD-K13077924","BRD-K13077924","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:D09|AML001_HL60_24H_X1_F1B10:D21|AML001_HL60_24H_X2_F1B10:D09|AML001_HL60_24H_X2_F1B10:D21|AML001_HL60_24H_X3_F1B10:D09|AML001_HL60_24H_X3_F1B10:D21"
"AML001_HL60_24H:BRD-K23623013:0.37037","-0.54815","0.0037879","BRD-K23623013","UTMB-00042","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:N04|AML001_HL60_24H_X1_F1B10:N16|AML001_HL60_24H_X2_F1B10:N04|AML001_HL60_24H_X2_F1B10:N16|AML001_HL60_24H_X3_F1B10:N04|AML001_HL60_24H_X3_F1B10:N16"
"AML001_HL60_24H:BRD-K26684619:1.11111","-0.54417","0.0039370","BRD-K26684619","BRD-K26684619","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:J01|AML001_HL60_24H_X1_F1B10:J13|AML001_HL60_24H_X2_F1B10:J01|AML001_HL60_24H_X2_F1B10:J13|AML001_HL60_24H_X3_F1B10:J01|AML001_HL60_24H_X3_F1B10:J13"
"AML001_HL60_6H:BRD-K03439359:0.37037","-0.53714","0.0040000","BRD-K03439359","BRD-K03439359","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:D02|AML001_HL60_6H_X1_F1B10:D14|AML001_HL60_6H_X2_B11:D02|AML001_HL60_6H_X2_B11:D14|AML001_HL60_6H_X3_F1B10:D02|AML001_HL60_6H_X3_F1B10:D14"
"AML001_HL60_6H:BRD-K41790758:3.33333","-0.53344","0.0164840","BRD-K41790758","BRD-K41790758","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:G08|AML001_HL60_6H_X1_F1B10:G20|AML001_HL60_6H_X2_B11:G08|AML001_HL60_6H_X2_B11:G20|AML001_HL60_6H_X3_F1B10:G08|AML001_HL60_6H_X3_F1B10:G20"
"AML001_HL60_24H:O13","-0.53245","0.0118690","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:O13|AML001_HL60_24H_X3_F1B10:O13"
"AML001_HL60_24H:BRD-K53325797:3.33333","-0.53141","0.0079156","BRD-K53325797","BRD-K53325797","trt_cp","HL60","3 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:C06|AML001_HL60_24H_X1_F1B10:C18|AML001_HL60_24H_X2_F1B10:C06|AML001_HL60_24H_X2_F1B10:C18|AML001_HL60_24H_X3_F1B10:C06|AML001_HL60_24H_X3_F1B10:C18"
"AML001_HL60_24H:BRD-K71879491:0.37037","-0.52874","0.0133330","BRD-K71879491","tretinoin","trt_cp","HL60","500 nM","24 h","AML001_HL60_24H_X1_F1B10:H12|AML001_HL60_24H_X1_F1B10:H24|AML001_HL60_24H_X2_F1B10:H12|AML001_HL60_24H_X2_F1B10:H24|AML001_HL60_24H_X3_F1B10:H12|AML001_HL60_24H_X3_F1B10:H24"
"AML001_HL60_24H:DMSO:0.1","-0.52744","0.0091463","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","24 h","AML001_HL60_24H_X1_F1B10:A17|AML001_HL60_24H_X1_F1B10:B05|AML001_HL60_24H_X1_F1B10:B06|AML001_HL60_24H_X1_F1B10:O01|AML001_HL60_24H_X1_F1B10:O02|AML001_HL60_24H_X1_F1B10:O12|AML001_HL60_24H_X1_F1B10:O13|AML001_HL60_24H_X1_F1B10:O24|AML001_HL60_24H_X1_F1B10:P01|AML001_HL60_24H_X1_F1B10:P12|AML001_HL60_24H_X1_F1B10:P24|AML001_HL60_24H_X2_F1B10:A06|AML001_HL60_24H_X2_F1B10:B17|AML001_HL60_24H_X2_F1B10:B18|AML001_HL60_24H_X2_F1B10:H21|AML001_HL60_24H_X2_F1B10:H22|AML001_HL60_24H_X2_F1B10:O23|AML001_HL60_24H_X2_F1B10:O24|AML001_HL60_24H_X2_F1B10:P01|AML001_HL60_24H_X2_F1B10:P02|AML001_HL60_24H_X2_F1B10:P11|AML001_HL60_24H_X2_F1B10:P14|AML001_HL60_24H_X2_F1B10:P23|AML001_HL60_24H_X2_F1B10:P24|AML001_HL60_24H_X3_F1B10:A05|AML001_HL60_24H_X3_F1B10:A06|AML001_HL60_24H_X3_F1B10:A17|AML001_HL60_24H_X3_F1B10:B06|AML001_HL60_24H_X3_F1B10:G21|AML001_HL60_24H_X3_F1B10:O02|AML001_HL60_24H_X3_F1B10:O11|AML001_HL60_24H_X3_F1B10:O12|AML001_HL60_24H_X3_F1B10:O13|AML001_HL60_24H_X3_F1B10:O23|AML001_HL60_24H_X3_F1B10:O24|AML001_HL60_24H_X3_F1B10:P02|AML001_HL60_24H_X3_F1B10:P12"
"AML001_HL60_6H:G21","-0.52496","0.0279330","DMSO","DMSO","ctl_vehicle","HL60","0.1 %","6 h","AML001_HL60_6H_X2_B11:G21"
"AML001_HL60_6H:BRD-K27316855:3.33333","-0.52389","0.0132890","BRD-K27316855","calcitriol","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I10|AML001_HL60_6H_X1_F1B10:I22|AML001_HL60_6H_X2_B11:I10|AML001_HL60_6H_X2_B11:I22|AML001_HL60_6H_X3_F1B10:I10|AML001_HL60_6H_X3_F1B10:I22"
"AML001_HL60_24H:BRD-K85822033:1.11111","-0.52335","0.0035088","BRD-K85822033","BRD-K85822033","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:D07|AML001_HL60_24H_X1_F1B10:D19|AML001_HL60_24H_X2_F1B10:D07|AML001_HL60_24H_X2_F1B10:D19|AML001_HL60_24H_X3_F1B10:D07|AML001_HL60_24H_X3_F1B10:D19"
"AML001_HL60_6H:BRD-K05456756:1.11111","-0.52284","0.0294740","BRD-K05456756","BRD-K05456756","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:B09|AML001_HL60_6H_X1_F1B10:B21|AML001_HL60_6H_X2_B11:B09|AML001_HL60_6H_X2_B11:B21|AML001_HL60_6H_X3_F1B10:B09|AML001_HL60_6H_X3_F1B10:B21"
"AML001_HL60_24H:BRD-K21918725:10","-0.52201","0.0037453","BRD-K21918725","BRD-K21918725","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M11|AML001_HL60_24H_X1_F1B10:M23|AML001_HL60_24H_X2_F1B10:M11|AML001_HL60_24H_X2_F1B10:M23|AML001_HL60_24H_X3_F1B10:M11|AML001_HL60_24H_X3_F1B10:M23"
"AML001_HL60_6H:BRD-K26684619:1.11111","-0.52161","0.0066667","BRD-K26684619","BRD-K26684619","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:J01|AML001_HL60_6H_X1_F1B10:J13|AML001_HL60_6H_X2_B11:J01|AML001_HL60_6H_X2_B11:J13|AML001_HL60_6H_X3_F1B10:J01|AML001_HL60_6H_X3_F1B10:J13"
"AML001_HL60_6H:BRD-K19706299:0.37037","-0.51968","0.0387240","BRD-K19706299","MRE-269","trt_cp","HL60","500 nM","6 h","AML001_HL60_6H_X1_F1B10:F12|AML001_HL60_6H_X1_F1B10:F24|AML001_HL60_6H_X2_B11:F12|AML001_HL60_6H_X2_B11:F24|AML001_HL60_6H_X3_F1B10:F12|AML001_HL60_6H_X3_F1B10:F24"
"AML001_HL60_24H:BRD-K23623013:10","-0.51872","0.0036496","BRD-K23623013","UTMB-00042","trt_cp","HL60","10 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:M03|AML001_HL60_24H_X1_F1B10:M15|AML001_HL60_24H_X2_F1B10:M03|AML001_HL60_24H_X3_F1B10:M03|AML001_HL60_24H_X3_F1B10:M15"
"AML001_HL60_6H:BRD-A03772856:10","-0.51766","0.0268010","BRD-A03772856","BRD-A03772856","trt_cp","HL60","10 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I03|AML001_HL60_6H_X1_F1B10:I15|AML001_HL60_6H_X2_B11:I03|AML001_HL60_6H_X2_B11:I15|AML001_HL60_6H_X3_F1B10:I03|AML001_HL60_6H_X3_F1B10:I15"
"AML001_HL60_24H:BRD-K71879491:1.11111","-0.51678","0.0492850","BRD-K71879491","tretinoin","trt_cp","HL60","1 <U+788C>M","24 h","AML001_HL60_24H_X1_F1B10:H11|AML001_HL60_24H_X1_F1B10:H23|AML001_HL60_24H_X2_F1B10:H11|AML001_HL60_24H_X3_F1B10:H11|AML001_HL60_24H_X3_F1B10:H23"
"AML001_HL60_6H:BRD-K64302725:1.11111","-0.51499","0.0172740","BRD-K64302725","KUC105208","trt_cp","HL60","1 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:P05|AML001_HL60_6H_X1_F1B10:P17|AML001_HL60_6H_X2_B11:P05|AML001_HL60_6H_X2_B11:P17|AML001_HL60_6H_X3_F1B10:P05|AML001_HL60_6H_X3_F1B10:P17"
"AML001_HL60_6H:BRD-K16300438:3.33333","-0.51223","0.0219180","BRD-K16300438","BRD-K16300438","trt_cp","HL60","3 <U+788C>M","6 h","AML001_HL60_6H_X1_F1B10:I06|AML001_HL60_6H_X1_F1B10:I18|AML001_HL60_6H_X2_B11:I06|AML001_HL60_6H_X2_B11:I18|AML001_HL60_6H_X3_F1B10:I06|AML001_HL60_6H_X3_F1B10:I18"
