Regulator	Target	MI	pvalue
7182	1455	0.6252906450775032	3.775178474418883E-4
126299	25800	0.5901868552610412	1.3368398610325016E-8
126299	25804	0.5312975958227105	3.201502294625236E-5
5612	64969	0.6016060477226421	0.004158358029649367
7182	1362	0.5563263181015964	3.775178474418883E-4
221302	10463	0.5947930638624376	2.5472528666359295E-6
7690	51170	0.5168726018431957	0.0425768737026786
51545	284821	0.6316745236565491	1.3368398610325016E-8
84905	114879	0.5934941411534568	0.0425768737026786
2353	63905	0.6419274406173838	0.0
4089	51079	0.5954684886328181	0.0
4089	51088	0.6409588815451728	0.0
604	124599	0.5690120669263469	0.0
4089	51013	0.6297908725060587	0.004158358029649367
4089	51014	0.6698896729423222	0.0
4089	51024	0.6838893108766241	3.775178474418883E-4
4089	51029	0.5644355118483865	3.201502294625236E-5
7561	54940	0.5862407688430991	0.0425768737026786
7561	54943	0.5493948151609472	0.004158358029649367
344787	8930	0.6578239652084243	1.3368398610325016E-8
11108	1147	0.6277699842619445	2.5472528666359295E-6
344787	8986	0.5740594738490945	0.0425768737026786
604	29964	0.5900474946755697	0.004158358029649367
4089	51160	0.6279932628998242	1.909771230046431E-7
9314	83596	0.5685920326887022	2.5472528666359295E-6
10379	5058	0.5516722058668839	0.0425768737026786
4800	1992	0.5672701667741322	1.909771230046431E-7
4089	51105	0.6181207245675558	0.0
6668	642741	0.6034649709451444	3.201502294625236E-5
4089	51112	0.6742623414236799	0.0
23099	6156	0.5652844464531576	0.0425768737026786
344787	8548	0.6254543607869101	1.3368398610325016E-8
5326	30001	0.5916962846217148	7.639084920185724E-10
23099	6001	0.6307976981904584	0.0425768737026786
4097	83638	0.5770919190382559	0.0
6668	642590	0.6290873257464991	3.775178474418883E-4
256051	154791	0.7083258272251772	0.0
344787	8678	0.5708826173513327	3.201502294625236E-5
7570	10585	0.6188016444647377	0.0425768737026786
57659	472	0.5397116463246011	0.004158358029649367
4335	339541	0.5782966880905047	0.0425768737026786
57659	994	0.5565456616013686	2.5472528666359295E-6
6668	196527	0.6020945309893085	2.5472528666359295E-6
22834	80264	0.6958837661729755	0.0
4780	92856	0.5588898751781838	0.0425768737026786
11179	1387	0.6572013232449275	1.3368398610325016E-8
4089	51522	0.7052027571324205	0.004158358029649367
22834	80224	0.7328234839760229	0.0
57659	914	0.5267552519352268	0.0425768737026786
57659	915	0.498983510348967	1.3368398610325016E-8
57659	919	0.5388246874504456	0.0
57659	925	0.5954953671203874	2.5472528666359295E-6
1786	1455	0.6852581161783377	0.0
10379	5371	0.7191604954404465	0.0
11179	1318	0.5413603758625777	0.004158358029649367
11179	1326	0.7170130111974405	0.0
10379	5359	0.6324350889057704	0.0
57215	57819	0.5705643317473342	0.004158358029649367
4089	51614	0.6494411730282058	7.639084920185724E-10
22834	80344	0.7935595369843845	3.201502294625236E-5
4097	83932	0.590945068731073	0.004158358029649367
4800	1915	0.6008191903691447	7.639084920185724E-10
7702	29940	0.585610137753015	7.639084920185724E-10
1786	1606	0.6127651691596616	0.0
23099	6636	0.5279675612362668	0.0425768737026786
84656	868	0.5379578215206616	0.0425768737026786
4089	51257	0.6160024305302441	2.5472528666359295E-6
57215	57584	0.5478532561783299	1.909771230046431E-7
4089	51275	0.6253157727157894	0.0425768737026786
51385	63897	0.5637616540917859	2.5472528666359295E-6
10379	5684	0.6332892616895067	2.5472528666359295E-6
51317	83892	0.5217796948578411	0.004158358029649367
10379	5610	0.7323418814424068	0.0
4089	51422	0.5575846713398731	3.775178474418883E-4
10379	5641	0.6135099002841503	7.639084920185724E-10
7561	54756	0.7299375750357789	0.0
3096	728532	0.5829251043968346	7.639084920185724E-10
51545	730167	0.5749832885180522	1.909771230046431E-7
6925	4001	0.5792994505336194	1.3368398610325016E-8
3091	3434	0.6606099361644034	0.0425768737026786
196	91039	0.5980988767106239	0.0425768737026786
4089	51329	0.5635954679596101	7.639084920185724E-10
57215	57688	0.6068606523966419	1.909771230046431E-7
4089	51366	0.667909359298191	0.0
4089	51374	0.6782006565927765	3.775178474418883E-4
4783	125875	0.6424451982430152	0.0425768737026786
7561	56850	0.6412790796000121	0.0425768737026786
2908	4952	0.5429057886777846	1.3368398610325016E-8
80152	3425	0.573509594501029	0.0
2908	118788	0.6776906602660866	2.5472528666359295E-6
11179	643035	0.5623104532955638	1.909771230046431E-7
80152	3590	0.6500160663569524	0.0425768737026786
9905	3920	0.6784219330179228	3.201502294625236E-5
7766	162966	0.7070995251093194	3.201502294625236E-5
3431	64108	0.6847518191074158	0.0
3431	64135	0.6491685633611597	0.0
64919	57659	0.5085051353655792	2.5472528666359295E-6
54897	4012	0.5891131351372295	0.004158358029649367
8930	100132600	0.7332395064393213	0.0
7620	205327	0.7091124302832704	0.0
27287	285074	0.5456682052971362	0.0425768737026786
860	4952	0.559943748445798	0.0425768737026786
860	4924	0.5557293447758933	0.0
221937	642989	0.531071473908722	3.775178474418883E-4
7570	132720	0.5417680122012936	0.004158358029649367
11108	2873	0.6103546326766408	3.775178474418883E-4
7182	83989	0.6273367864881899	0.004158358029649367
860	4893	0.5850625755482983	0.0
860	4832	0.5992970637148562	0.0425768737026786
25888	441452	0.5407057304211855	0.0
162966	3952	0.6971196862212146	2.5472528666359295E-6
84450	113246	0.5406590255020602	0.004158358029649367
7182	83932	0.5964385156593477	3.775178474418883E-4
80264	25862	0.6396833248878568	0.0425768737026786
7644	130872	0.5739994376811989	0.0425768737026786
11108	54915	0.6058673496852334	1.909771230046431E-7
2120	388275	0.5998185339598499	0.0425768737026786
2908	118424	0.6079186594631307	0.0
7181	131408	0.5429285526993407	0.004158358029649367
64919	57136	0.5425806960754783	0.0
80152	3661	0.6158498453903762	0.0
7752	389541	0.6796944754821991	1.3368398610325016E-8
80264	25912	0.5688718543463301	0.0425768737026786
7182	83746	0.6608476286742805	3.775178474418883E-4
80264	25764	0.6514202707277674	0.0
4097	84557	0.6038148453682801	0.0
81566	285367	0.6029493578683928	2.5472528666359295E-6
51123	168850	0.6034946586570183	0.0
4097	84572	0.5803075582481	0.004158358029649367
7182	83719	0.6096120514148717	1.909771230046431E-7
2908	4191	0.586640083924473	0.0
5300	100132900	0.5629038109130136	1.3368398610325016E-8
6256	5585	0.5838732646105085	3.201502294625236E-5
22850	51776	0.5719990080676615	1.909771230046431E-7
2186	54700	0.61989991200132	0.0425768737026786
2908	4292	0.5782850287060327	0.004158358029649367
406	139818	0.5473922545008132	1.909771230046431E-7
2908	4233	0.5668757010115542	0.0425768737026786
55279	49854	0.5866807927219209	0.0425768737026786
2908	4247	0.6698950535870648	1.3368398610325016E-8
7704	3835	0.5858278415333686	2.5472528666359295E-6
22850	51606	0.5694582833458189	2.5472528666359295E-6
79862	728953	0.6169374044374699	0.0
84619	10235	0.5582491063250536	3.775178474418883E-4
84765	154791	0.7283410656091918	0.0
79862	728698	0.5310129519574726	0.0425768737026786
860	4778	0.6484778946146669	0.0
79862	728640	0.6519772614748933	1.909771230046431E-7
6256	5836	0.5645426884919229	7.639084920185724E-10
860	4713	0.6254722489533466	0.0
860	4716	0.626097830374911	0.0
860	4722	0.6134418569232388	1.909771230046431E-7
7704	3937	0.5726573108737895	0.004158358029649367
79027	56666	0.5382506022177189	0.0425768737026786
2309	63905	0.5455464559115538	0.004158358029649367
3661	441193	0.6041265244684845	0.0
9905	3590	0.6648530001506564	0.0
3431	64761	0.757800783632974	0.0
7543	90231	0.6269006613365252	2.5472528666359295E-6
860	4191	0.5666705598862005	3.201502294625236E-5
2908	4521	0.7008353916481967	3.201502294625236E-5
860	4172	0.5777161442944599	0.0
1820	3646	0.5000232279440906	0.004158358029649367
9905	3420	0.6237644752976652	7.639084920185724E-10
9905	3425	0.611558987920326	2.5472528666359295E-6
3431	64853	0.5874121808576362	0.0
2908	4664	0.6702033305711055	3.775178474418883E-4
7182	158293	0.6256980171928482	0.0
2908	4695	0.5628331914032543	1.909771230046431E-7
2908	4696	0.6163491120354083	0.0
4152	1452	0.5224057004154211	1.909771230046431E-7
80152	3101	0.6320540161392502	0.0
860	4066	0.5997158525381276	0.0425768737026786
5970	375035	0.5812175221778202	0.004158358029649367
860	4047	0.6030571025200855	1.909771230046431E-7
162966	3382	0.6778001348060801	0.0
1316	80194	0.5768029217011242	0.0
326	25764	0.592034476721559	0.004158358029649367
3159	642828	0.5383332512881012	0.0425768737026786
2908	4713	0.7025995318717505	7.639084920185724E-10
2908	4716	0.6319170442974191	0.0
2908	4722	0.5795160449243478	2.5472528666359295E-6
2908	4725	0.5884364183949721	3.775178474418883E-4
2908	4728	0.6571296667891836	1.3368398610325016E-8
2908	4738	0.6424399157845847	0.0
860	201799	0.5549628139928002	3.201502294625236E-5
2908	4893	0.717800534854043	0.0
4149	406991	0.6528632575926115	0.004158358029649367
54897	4677	0.5264358454802852	3.201502294625236E-5
2908	4832	0.558599928519678	0.0425768737026786
2908	4853	0.5075011515846611	0.004158358029649367
1870	5116	0.5819397499709921	0.0425768737026786
57109	65059	0.5648032822065769	0.0
4790	26509	0.6438104268752181	3.775178474418883E-4
860	5062	0.5583121174541713	2.5472528666359295E-6
4800	2526	0.5435072251656301	0.0425768737026786
23099	5538	0.5352293963452918	3.775178474418883E-4
79862	728105	0.6793506945332414	7.639084920185724E-10
90338	9453	0.6108391461984882	0.0425768737026786
79862	728153	0.5860161180432916	2.5472528666359295E-6
7572	390601	0.62416564747988	1.3368398610325016E-8
5036	64978	0.5527647411466475	3.775178474418883E-4
11179	196527	0.69847344321305	0.0
326	8548	0.6715777382642912	0.0
7593	256364	0.6677081087695381	0.0
6256	5058	0.5931572276828504	0.004158358029649367
7704	3104	0.5846233825003125	1.3368398610325016E-8
85460	91746	0.5737957499236558	0.0
22850	51271	0.5943062903948599	0.0
22850	51275	0.4828897566807273	0.004158358029649367
4790	25948	0.6541459650572126	3.201502294625236E-5
6256	5199	0.5309556452313582	2.5472528666359295E-6
55900	100134400	0.5082542237349608	0.0425768737026786
116115	161742	0.5779583447910193	3.775178474418883E-4
7110	78994	0.5965781538967423	0.0425768737026786
22850	51167	0.5947870163280756	3.201502294625236E-5
3091	644511	0.6291140724218823	1.909771230046431E-7
4303	283899	0.5630220437735751	0.0
22850	51138	0.5672149445523602	0.004158358029649367
84159	27430	0.6878711293285301	0.0
10765	205564	0.5893764954639495	0.0
80829	57142	0.5922287240469847	3.775178474418883E-4
4780	643752	0.6448155041412601	0.0
53615	23596	0.5511737683292435	3.201502294625236E-5
22850	51501	0.5377982546406959	0.0425768737026786
2908	4089	0.6569982881432833	0.0425768737026786
79027	56900	0.5449574003585876	0.004158358029649367
604	400013	0.6191474951031138	0.0
22850	51385	0.5550285740805688	0.0425768737026786
2186	5920	0.5545345320365195	0.004158358029649367
10379	6124	0.5797096259019927	7.639084920185724E-10
10379	6130	0.5536149591389662	0.0425768737026786
1051	124491	0.5404970585808038	1.909771230046431E-7
64919	56990	0.614761668281171	0.0
374928	147372	0.5910252183878103	1.3368398610325016E-8
7014	6668	0.5541270018786999	2.5472528666359295E-6
344787	7516	0.6223374899350101	0.004158358029649367
10009	375260	0.6317356685890286	3.775178474418883E-4
10616	79132	0.6235606758194558	0.0
115950	645715	0.5231172491082199	1.909771230046431E-7
2120	124446	0.5723608831710534	1.909771230046431E-7
3104	60343	0.6184714640266679	0.004158358029649367
3104	60314	0.6041633341244104	3.775178474418883E-4
7014	6432	0.5682096381405057	0.004158358029649367
80152	2889	0.5775172718956074	0.0425768737026786
1386	55832	0.6346116723180496	0.0425768737026786
23269	26130	0.5535318525703252	3.775178474418883E-4
2002	677826	0.5780339077658424	0.004158358029649367
10379	6604	0.6051941845580425	3.201502294625236E-5
10379	6672	0.7111997351127516	0.0
10379	6772	0.6261935742402207	0.0
3661	440836	0.6062473184846149	0.004158358029649367
10379	6737	0.6852086759725463	0.0
10906	387841	0.5922854251386718	3.775178474418883E-4
11108	2002	0.6135297612528741	0.0
3091	4580	0.5631807852701439	1.3368398610325016E-8
6668	641844	0.6224778406097422	0.004158358029649367
604	28232	0.5540431662478538	3.201502294625236E-5
84905	115939	0.5889216472863998	0.0
344787	7766	0.6884581783256373	0.004158358029649367
9935	285464	0.6151961190851085	0.0
11108	2166	0.6440778901417316	2.5472528666359295E-6
3091	4664	0.6056064977528235	3.201502294625236E-5
7678	7704	0.5830647254907292	7.639084920185724E-10
55609	100302300	0.5527931844822987	0.0
9849	285958	0.559933205746023	1.3368398610325016E-8
3091	4772	0.601945518352685	1.3368398610325016E-8
1997	79699	0.5667462125266824	0.0425768737026786
4335	338692	0.6522683869050246	0.0
126299	26262	0.587401143123941	0.004158358029649367
126299	26269	0.5830758779039373	3.775178474418883E-4
3516	64761	0.6595096812791982	3.775178474418883E-4
10538	23654	0.6038055805070883	0.0
374928	51030	0.5222002688995445	0.0425768737026786
65982	5990	0.5410470049525252	3.775178474418883E-4
4084	51082	0.5456387621108915	3.201502294625236E-5
7182	84823	0.602000442814718	2.5472528666359295E-6
7182	84888	0.6522394597336258	3.775178474418883E-4
4084	51204	0.5252641904714964	3.775178474418883E-4
23269	29035	0.49524640445647883	0.004158358029649367
3142	23765	0.6121434695625901	0.0
6256	414918	0.6473587557863502	1.3368398610325016E-8
7543	91351	0.6101990836379813	0.004158358029649367
4790	257106	0.6340263995188954	0.004158358029649367
79862	123688	0.7483706805274961	0.0
4303	731954	0.696892717050166	0.004158358029649367
9905	4931	0.6083199558598161	0.004158358029649367
7543	91404	0.6405346445098592	0.0
9905	4987	0.6276419220090076	7.639084920185724E-10
64919	132299	0.7274942069057235	0.0
4790	29110	0.7110772758201858	7.639084920185724E-10
4790	29108	0.6121480048961953	0.0
24149	22850	0.5600303819541298	0.0
30827	11322	0.678478044288625	7.639084920185724E-10
374928	51329	0.5919548299533202	1.3368398610325016E-8
30827	11344	0.6386690603676439	2.5472528666359295E-6
3142	23526	0.6035593678860518	0.0425768737026786
4066	151306	0.6309849871772442	1.3368398610325016E-8
196	344787	0.605287299205211	1.3368398610325016E-8
57862	158219	0.5818139746990554	0.0425768737026786
4084	51497	0.5652638862872875	0.0
2959	64645	0.625296664994861	0.0425768737026786
3142	23597	0.5956702672221629	3.201502294625236E-5
23764	56165	0.5446508544895777	0.0
3142	23654	0.549012988027431	2.5472528666359295E-6
3142	23608	0.5973846889488154	3.201502294625236E-5
4089	53371	0.592100782928342	0.0
84146	7398	0.5994551157399552	0.0
55893	50861	0.5946201415227457	0.0
22850	55007	0.5373101457959413	0.004158358029649367
4084	51762	0.5442503232858394	3.201502294625236E-5
4084	51765	0.5619714081687945	1.3368398610325016E-8
53335	203427	0.5875497052936057	0.0
2959	64853	0.5826546373170801	3.201502294625236E-5
3091	5142	0.5807043289481468	0.0
3142	23384	0.5723255971660182	3.201502294625236E-5
53615	27185	0.5399481290251741	0.004158358029649367
57645	644132	0.5250853210834993	0.0425768737026786
1786	3590	0.6364084629248493	3.775178474418883E-4
196	94056	0.6296974796617616	3.775178474418883E-4
84146	7152	0.6630274960761661	2.5472528666359295E-6
3091	5277	0.6459152204643016	7.639084920185724E-10
3142	23479	0.6046317152848973	0.0425768737026786
860	5885	0.6789082114142113	0.0
10113	80776	0.521888153584246	0.004158358029649367
860	5899	0.5818595474374284	2.5472528666359295E-6
860	5871	0.6712968250607688	0.0
162966	6645	0.5618357181907906	0.0425768737026786
57862	261726	0.6228042758014324	0.0
162966	6693	0.6365174456346488	0.0
7182	159013	0.5804641455576242	0.0425768737026786
2908	5438	0.6057548655198793	0.0425768737026786
7704	4940	0.6166631495213889	7.639084920185724E-10
1649	10084	0.5965932191902465	0.0
55139	51510	0.637823182131334	1.909771230046431E-7
7561	57238	0.5837546729138545	0.0425768737026786
4790	29914	0.5779260229354087	0.0
4205	1499	0.6105537656107884	3.201502294625236E-5
3142	23135	0.6073707398036012	0.0
3142	23167	0.6092676871274966	2.5472528666359295E-6
4205	1452	0.6295430879882234	0.0
7182	2936	0.7465680195412854	0.004158358029649367
11108	57645	0.5493462517564401	0.0
2908	5595	0.6361053190142902	0.0
2908	5597	0.6665918826844244	0.0
84146	7743	0.6796854649290682	0.0425768737026786
2908	5516	0.6749279691367809	1.909771230046431E-7
10365	729446	0.5602553173679741	0.0425768737026786
4066	151636	0.5981304422697543	3.775178474418883E-4
51317	85459	0.5679816383175589	7.639084920185724E-10
51317	85463	0.6050428503361733	0.0425768737026786
80152	4000	0.6161704245751908	7.639084920185724E-10
1870	8824	0.5795123820108752	0.0
3394	1164	0.5503643030507184	0.0
80152	4034	0.6230718097362529	3.775178474418883E-4
4778	80017	0.6466925754286877	0.0425768737026786
162966	6856	0.653816495538552	0.004158358029649367
10009	81688	0.6787106011096137	0.0
4205	1326	0.6533391606979676	0.0425768737026786
3516	64135	0.6708210634164652	0.0
2908	5699	0.5688437088881577	1.909771230046431E-7
170960	439949	0.6175514633027395	7.639084920185724E-10
9905	4238	0.5610443596812638	0.004158358029649367
84146	7705	0.5847039333751577	0.0
4209	54961	0.5805834911207496	0.0425768737026786
55900	26034	0.5139297717129575	3.775178474418883E-4
3516	222161	0.5912319429971796	0.004158358029649367
4800	3133	0.5942842404029915	3.201502294625236E-5
30827	552900	0.6850282676687627	3.775178474418883E-4
2908	5782	0.6918179733447408	0.0
9905	4176	0.7609837226728053	0.0
2908	5705	0.6037401523554401	3.201502294625236E-5
4209	54890	0.6618272229188917	1.909771230046431E-7
9905	4832	0.7007802566886654	0.004158358029649367
221937	643384	0.5846895563200122	3.775178474418883E-4
4205	1997	0.5756713417054371	0.004158358029649367
2908	5871	0.7111433517435045	0.0
4205	1936	0.5616674960289013	0.0
860	30001	0.5797690226015662	1.3368398610325016E-8
55139	51131	0.6290908083946896	0.0425768737026786
7182	84265	0.5754189799784369	0.004158358029649367
7182	84268	0.6339230943301728	0.0425768737026786
51545	390557	0.6198116787156813	0.0
84619	11284	0.5469412178641965	2.5472528666359295E-6
80152	4335	0.6298332309616576	3.775178474418883E-4
860	5435	0.5644159884415569	2.5472528666359295E-6
84124	200728	0.9371124475195353	0.0
8930	100133000	0.619733276992433	2.5472528666359295E-6
6942	22883	0.5423850343772685	1.3368398610325016E-8
55139	51077	0.6153009741949533	3.201502294625236E-5
4205	1857	0.6012934637320239	0.0
4205	1859	0.6220680267379511	0.0
7543	91694	0.6390001620809304	0.0425768737026786
2908	5986	0.6746179063493608	3.775178474418883E-4
55139	51056	0.5757951260629277	3.201502294625236E-5
55139	51012	0.639100380628485	0.0
2908	5932	0.6622413998019943	0.0
10009	81553	0.6074911774547105	0.0425768737026786
860	5351	0.5773809938288904	3.775178474418883E-4
860	5300	0.6004532333024939	3.775178474418883E-4
2117	146517	0.5650216668924266	0.0425768737026786
4205	1781	0.6133965212710354	2.5472528666359295E-6
4205	1738	0.6263582979595665	0.0
9905	4671	0.5182652724859003	3.201502294625236E-5
7704	4716	0.5949724796084555	0.0
7704	4728	0.563431848934693	2.5472528666359295E-6
84619	11097	0.6111149563171724	0.0
8848	30001	0.5856329114556509	1.3368398610325016E-8
3516	64411	0.5811942424435229	0.0425768737026786
860	5533	0.5450351588121068	2.5472528666359295E-6
860	5532	0.6427432196245234	0.0
4205	1687	0.5614163191781607	0.004158358029649367
1316	83955	0.5261302295321109	0.0
7704	4832	0.5714402001469117	0.0425768737026786
9923	22993	0.5546673438430367	3.201502294625236E-5
11108	57804	0.5677608732624575	0.004158358029649367
90649	140771	0.6871892352981214	1.909771230046431E-7
7494	730060	0.5553061532738917	0.004158358029649367
55893	51010	0.6260864818743783	7.639084920185724E-10
10691	23207	0.5474409300061877	0.004158358029649367
162966	7158	0.516647939708114	0.0425768737026786
860	6347	0.6292930892745046	3.775178474418883E-4
7704	4292	0.573921721797976	0.0425768737026786
10270	1102	0.585033077370237	0.004158358029649367
6668	644563	0.6105371345367054	2.5472528666359295E-6
6925	6347	0.5820441988102417	0.004158358029649367
79862	729120	0.7416830350962306	0.004158358029649367
7182	3703	0.7224909292541847	1.909771230046431E-7
7182	3720	0.6351626379759279	1.909771230046431E-7
7182	3728	0.6190082827098143	0.0
7110	134510	0.5022487076445235	3.775178474418883E-4
